Customer ID,Customer Name,Total_Spend,Total_Orders,Total_Profit,Avg_Order_Value,Spend_Tile,Customer_Segment
DF-13135,David Flashing,2390.53,3,-259.31,398.42,5,Regular
XP-21865,Xylona Preis,2374.66,11,621.23,84.81,5,Regular
CK-12595,Clytie Kelty,2372.75,11,497.71,94.91,5,Regular
JF-15415,Jennifer Ferguson,2371.45,6,635.64,169.39,5,Regular
CV-12805,Cynthia Voltz,2370.31,9,99.0,124.75,5,Regular
NR-18550,Nick Radford,2367.28,5,-25.15,182.1,5,Regular
JG-15115,Jack Garza,2358.68,3,684.19,336.95,5,Regular
AG-10495,Andrew Gjertsen,2356.86,8,295.67,112.23,5,Regular
CL-12700,Craig Leslie,2353.59,5,229.01,294.2,5,Regular
MG-17680,Maureen Gastineau,2350.19,4,25.89,235.02,5,Regular
RF-19735,Roland Fjeld,2341.3,7,711.62,167.24,5,Regular
EM-13825,Elizabeth Moffitt,2339.6,8,682.55,146.22,5,Regular
DB-13210,Dean Braden,2332.58,10,169.97,111.08,5,Regular
CM-12235,Chris McAfee,2305.71,5,365.04,288.21,5,Regular
MK-17905,Michael Kennedy,2302.37,8,-405.36,135.43,5,Regular
LH-16900,Lena Hernandez,2295.33,9,526.07,153.02,5,Regular
KN-16705,Kristina Nunn,2280.58,8,329.76,152.04,5,Regular
JF-15190,Jamie Frazer,2279.59,7,575.13,119.98,5,Regular
FH-14350,Fred Harton,2271.28,4,706.29,162.23,5,Regular
CC-12670,Craig Carreira,2269.7,7,187.84,162.12,5,Regular
BE-11410,Bobby Elias,2261.44,5,755.92,452.29,5,Regular
KM-16225,Kalyca Meade,2260.96,6,635.11,119.0,5,Regular
MC-17605,Matt Connell,2258.19,8,195.45,125.46,5,Regular
JH-16180,Justin Hirsh,2256.39,4,-96.95,451.28,5,Regular
MY-17380,Maribeth Yedwab,2254.29,7,319.12,173.41,5,Regular
KD-16615,Ken Dana,2243.51,5,539.72,172.58,6,Regular
TS-21505,Tony Sayre,2243.27,6,11.38,160.23,6,Regular
JG-15310,Jason Gross,2240.58,6,3.8,203.69,6,Regular
LW-16825,Laurel Workman,2238.06,5,32.58,149.2,6,Regular
AR-10405,Allen Rosenblatt,2236.13,5,-98.76,319.45,6,Regular
GG-14650,Greg Guthrie,2224.0,9,12.7,92.67,6,Regular
NC-18415,Nathan Cano,2218.99,6,-2204.81,158.5,6,Regular
MC-18100,Mick Crebagga,2218.98,10,-64.17,116.79,6,Regular
DP-13105,Dave Poirier,2215.0,8,563.18,158.21,6,Regular
PF-19225,Phillip Flathmann,2206.13,5,591.31,220.61,6,Regular
MH-17785,Maya Herman,2203.78,7,238.56,200.34,6,Regular
JL-15235,Janet Lee,2203.7,5,54.52,220.37,6,Regular
JR-16210,Justin Ritter,2201.69,5,452.37,220.17,6,Regular
EN-13780,Edward Nazzal,2199.37,4,496.11,244.37,6,Regular
TB-21280,Toby Braunhardt,2198.45,6,490.96,199.86,6,Regular
GW-14605,Giulietta Weimer,2189.02,7,-268.54,243.22,6,Regular
BT-11395,Bill Tyler,2186.61,6,257.92,218.66,6,Regular
PS-18760,Pamela Stobb,2181.48,6,-134.44,103.88,6,Regular
SH-20395,Shahid Hopkins,2180.72,10,-144.52,145.38,6,Regular
KN-16450,Kean Nguyen,2171.96,5,114.31,271.5,6,Regular
DB-12910,Daniel Byrd,2171.6,8,431.37,180.97,6,Regular
RP-19855,Roy Phan,2170.72,8,594.59,144.71,6,Regular
TS-21160,Theresa Swint,2163.62,6,260.87,127.27,6,Regular
HA-14905,Helen Abelman,2163.3,7,270.86,216.33,6,Regular
EJ-13720,Ed Jacobs,2162.17,4,387.02,270.27,6,Regular
NM-18520,Neoma Murray,2161.98,10,788.95,144.13,6,Regular
JD-15790,John Dryer,2152.35,5,-266.55,307.48,6,Regular
CR-12580,Clay Rozendal,2148.85,4,74.4,358.14,6,Regular
DN-13690,Duane Noonan,2139.79,7,540.54,194.53,6,Regular
KC-16255,Karen Carlisle,2120.95,6,846.12,212.1,6,Regular
SH-20635,Stefanie Holloman,2096.39,2,260.63,1048.2,6,Regular
LC-17050,Liz Carlisle,2095.06,5,86.78,232.78,6,Regular
RH-19600,Rob Haberlin,2085.74,3,172.63,189.61,6,Regular
TG-21640,Trudy Glocke,2074.66,4,365.72,207.47,6,Regular
ML-17755,Max Ludwig,2071.91,7,409.51,159.38,6,Regular
RB-19705,Roger Barcio,2067.45,4,243.08,295.35,6,Regular
TS-21430,Tom Stivers,2054.14,5,48.7,293.45,6,Regular
AF-10870,Art Ferguson,2052.91,7,317.97,128.31,6,Regular
CD-11920,Carlos Daly,2033.97,5,426.66,226.0,6,Regular
NF-18595,Nicole Fjeld,2031.47,7,388.21,169.29,6,Regular
DJ-13420,Denny Joy,2012.52,4,483.04,402.5,6,Regular
VB-21745,Victoria Brennan,2005.6,6,371.24,200.56,6,Regular
HP-14815,Harold Pawlan,1990.31,7,373.86,199.03,6,Regular
DB-13615,Doug Bickford,1989.05,7,438.8,180.82,6,Regular
PG-18895,Paul Gonzalez,1987.16,9,334.52,116.89,6,Regular
NB-18655,Nona Balk,1972.6,9,117.64,116.04,6,Regular
SW-20275,Scott Williamson,1966.65,6,332.87,280.95,6,Regular
LD-17005,Lisa DeCherney,1961.93,4,557.17,280.28,6,Regular
CB-12415,Christy Brittain,1949.2,8,272.39,162.43,6,Regular
TP-21565,Tracy Poddar,1936.64,4,139.23,193.66,6,Regular
JO-15280,Jas O'Carroll,1934.27,6,202.14,175.84,6,Regular
JF-15355,Jay Fein,1911.84,6,330.2,119.49,6,Regular
ME-17725,Max Engle,1908.45,8,77.81,146.8,6,Regular
SV-20935,Susan Vittorini,1903.49,8,106.89,146.42,6,Regular
KD-16345,Katherine Ducich,1888.96,6,328.59,188.9,6,Regular
GD-14590,Giulietta Dortch,1888.07,4,230.94,314.68,6,Regular
SG-20470,Sheri Gordon,1884.8,8,-119.01,134.63,6,Regular
LR-17035,Lisa Ryan,1879.31,5,-382.81,156.61,6,Regular
SC-20440,Shaun Chance,1875.0,7,379.56,187.5,6,Regular
BG-11695,Brooke Gillingham,1874.17,6,107.57,234.27,6,Regular
SP-20650,Stephanie Phelps,1872.44,9,268.48,124.83,6,Regular
NG-18355,Nat Gilpin,1869.58,5,313.63,116.85,6,Regular
CD-12790,Cynthia Delaney,1860.73,5,403.84,124.05,6,Regular
SN-20560,Skye Norling,1860.42,6,-716.86,124.03,6,Regular
PR-18880,Patrick Ryan,1840.18,5,247.62,153.35,6,Regular
AJ-10945,Ashley Jarboe,1839.24,7,521.14,183.92,6,Regular
PC-18745,Pamela Coakley,1832.06,4,272.69,366.41,6,Regular
EG-13900,Emily Grady,1832.02,5,104.27,203.56,6,Regular
PJ-19015,Pauline Johnson,1824.23,7,683.0,182.42,6,Regular
NC-18625,Noah Childs,1821.74,5,-359.02,202.42,6,Regular
JM-15265,Janet Molinari,1804.15,5,502.61,138.78,6,Regular
JB-15400,Jennifer Braxton,1791.61,10,156.05,111.98,6,Regular
AA-10480,Andrew Allen,1790.51,4,435.83,149.21,6,Regular
CC-12100,Chad Cunningham,1770.95,6,208.59,136.23,6,Regular
DS-13030,Darrin Sayre,1762.21,4,193.33,92.75,6,Regular
MF-18250,Monica Federle,1758.3,5,456.86,146.53,6,Regular
AH-10030,Aaron Hawkins,1744.7,7,365.22,158.61,6,Regular
LH-17155,Logan Haushalter,1739.69,9,316.52,91.56,6,Regular
BW-11200,Ben Wallace,1738.41,6,247.0,173.84,6,Regular
VT-21700,Valerie Takahito,1736.6,2,-224.09,192.96,7,Regular
AH-10120,Adrian Hane,1735.51,7,-2.31,108.47,7,Regular
MV-18190,Mike Vittorini,1734.57,7,273.86,157.69,7,Regular
JM-15535,Jessica Myrick,1733.44,7,356.54,173.34,7,Regular
BE-11455,Brad Eason,1727.65,6,139.2,132.9,7,Regular
DB-13405,Denny Blanton,1711.69,4,438.91,122.26,7,Regular
JP-16135,Julie Prescott,1707.71,9,309.71,131.36,7,Regular
TZ-21580,Tracy Zic,1707.29,4,224.89,189.7,7,Regular
BP-11155,Becky Pak,1697.86,6,647.38,154.35,7,Regular
DK-12985,Darren Koutras,1687.04,5,-107.35,210.88,7,Regular
MO-17800,Meg O'Connel,1687.03,8,169.34,153.37,7,Regular
RA-19945,Ryan Akin,1686.92,5,-445.7,187.44,7,Regular
KE-16420,Katrina Edelman,1686.73,8,397.88,112.45,7,Regular
CA-12055,Cathy Armstrong,1679.72,5,211.26,167.97,7,Regular
CM-11815,Candace McMahon,1673.89,6,214.46,167.39,7,Regular
JP-15460,Jennifer Patt,1669.14,7,429.75,111.28,7,Regular
CM-12115,Chad McGuire,1661.61,4,409.07,237.37,7,Regular
CC-12475,Cindy Chapman,1659.44,9,154.85,127.65,7,Regular
EB-13975,Erica Bern,1643.26,4,162.88,273.88,7,Regular
AP-10720,Anne Pryor,1638.55,8,285.79,86.24,7,Regular
AZ-10750,Annie Zypern,1622.02,6,154.95,135.17,7,Regular
MS-17710,Maurice Satty,1613.4,6,247.43,107.56,7,Regular
TB-21250,Tim Brockman,1602.38,7,260.62,84.34,7,Regular
CR-12730,Craig Reiter,1600.55,4,306.92,266.76,7,Regular
AH-10195,Alan Haines,1587.45,4,-378.55,198.43,7,Regular
BF-11215,Benjamin Farhat,1585.16,4,523.21,198.15,7,Regular
CK-12760,Cyma Kinney,1582.11,9,-338.43,113.01,7,Regular
MC-18130,Mike Caudle,1582.0,5,121.76,143.82,7,Regular
JL-15175,James Lanier,1571.52,5,209.28,224.5,7,Regular
KB-16315,Karl Braun,1569.46,9,49.72,71.34,7,Regular
GB-14530,George Bell,1568.44,11,7.84,78.42,7,Regular
ON-18715,Odella Nelson,1567.52,9,-5.89,104.5,7,Regular
MV-17485,Mark Van Huff,1560.05,9,189.03,104.0,7,Regular
MB-17305,Maria Bertelson,1548.7,10,212.43,81.51,7,Regular
BD-11620,Brian DeCherney,1538.11,6,206.76,192.26,7,Regular
CH-12070,Cathy Hwang,1537.24,3,195.15,384.31,7,Regular
BD-11725,Bruce Degenhardt,1526.5,6,333.98,152.65,7,Regular
BV-11245,Benjamin Venier,1523.27,5,315.22,108.81,7,Regular
KA-16525,Kelly Andreada,1519.51,7,234.92,138.14,7,Regular
AB-10600,Ann Blume,1515.86,4,-274.96,189.48,7,Regular
JG-15805,John Grady,1507.02,6,206.1,167.45,7,Regular
DL-12865,Dan Lawera,1503.11,8,322.24,107.37,7,Regular
ZD-21925,Zuschuss Donatelli,1493.94,5,249.13,165.99,7,Regular
CM-12190,Charlotte Melton,1475.14,6,91.2,210.73,7,Regular
LE-16810,Laurel Elliston,1469.45,6,161.76,163.27,7,Regular
TB-21055,Ted Butterfield,1467.88,5,390.21,81.55,7,Regular
PN-18775,Parhena Norris,1467.15,8,192.04,112.86,7,Regular
RK-19300,Ralph Kennedy,1460.19,3,269.69,182.52,7,Regular
BN-11515,Bradley Nguyen,1459.34,5,340.71,85.84,7,Regular
DL-13315,Delfina Latchford,1458.26,8,288.87,85.78,7,Regular
PB-19150,Philip Brown,1456.95,8,280.66,132.45,7,Regular
AG-10525,Andy Gerbode,1455.04,4,-152.76,161.67,7,Regular
RM-19375,Raymond Messe,1453.47,6,392.15,161.5,7,Regular
PK-18910,Paul Knutson,1441.15,2,-798.71,480.38,7,Regular
TD-20995,Tamara Dahlen,1434.55,9,88.19,89.66,7,Regular
JW-16075,Julia West,1428.73,4,154.06,204.1,7,Regular
MB-18085,Mick Brown,1428.23,7,117.81,142.82,7,Regular
TT-21220,Thomas Thornton,1427.04,8,278.74,95.14,7,Regular
CA-12310,Christine Abelman,1421.95,4,246.02,129.27,7,Regular
RD-19720,Roger Demir,1419.74,10,207.33,70.99,7,Regular
NL-18310,Nancy Lomonaco,1418.09,4,343.64,141.81,7,Regular
JS-15595,Jill Stevenson,1417.65,4,-175.55,177.21,7,Regular
PM-18940,Paul MacIntyre,1405.4,3,157.88,351.35,7,Regular
GA-14725,Guy Armstrong,1398.38,11,136.71,63.56,7,Regular
CR-12820,Cyra Reiten,1397.87,3,83.27,199.7,7,Regular
NG-18430,Nathan Gelder,1395.94,5,217.09,155.1,7,Regular
JE-15475,Jeremy Ellison,1388.68,6,276.22,106.82,7,Regular
TB-21595,Troy Blackwell,1387.56,5,-136.41,198.22,7,Regular
FG-14260,Frank Gastineau,1383.14,7,394.74,125.74,7,Regular
DM-13525,Don Miller,1376.79,3,199.77,137.68,7,Regular
GH-14485,Gene Hale,1361.24,2,-95.45,453.75,7,Regular
SB-20170,Sarah Bern,1348.02,3,157.67,192.57,7,Regular
LM-17065,Liz MacKendrick,1346.77,5,-44.88,192.4,7,Regular
MG-17695,Maureen Gnade,1342.28,3,-398.79,191.75,7,Regular
SJ-20215,Sarah Jordon,1341.04,6,-23.51,134.1,7,Regular
BM-11785,Bryan Mills,1338.84,10,137.74,95.63,7,Regular
BF-11005,Barry Franz,1333.88,4,-291.38,133.39,7,Regular
SS-20140,Saphhira Shifley,1324.03,8,332.35,63.05,7,Regular
DM-12955,Dario Medina,1322.03,7,108.76,146.89,7,Regular
MT-18070,Michelle Tran,1319.45,4,-23.68,119.95,8,Regular
SJ-20500,Shirley Jackson,1318.78,5,68.1,188.4,8,Regular
MM-17260,Magdelene Morse,1314.02,4,178.4,219.0,8,Regular
SP-20545,Sibella Parks,1306.09,6,-118.78,130.61,8,Regular
MC-17575,Matt Collins,1303.89,8,210.75,118.54,8,Regular
EK-13795,Eileen Kiefer,1303.48,4,97.11,325.87,8,Regular
Co-12640,Corey-Lock,1300.08,5,205.63,162.51,8,Regular
DO-13435,Denny Ordway,1300.03,9,-38.91,100.0,8,Regular
HR-14770,Hallie Redmond,1299.29,5,185.58,99.95,8,Regular
GR-14560,Georgia Rosenberg,1284.38,2,359.83,256.88,8,Regular
CS-11845,Cari Sayre,1278.95,5,185.38,159.87,8,Regular
PS-18970,Paul Stevenson,1278.64,8,198.51,98.36,8,Regular
SV-20815,Stuart Van,1271.09,4,199.65,211.85,8,Regular
DO-13645,Doug O'Connell,1267.32,7,294.07,115.21,8,Regular
CL-11890,Carl Ludwig,1262.01,4,328.08,180.29,8,Regular
LW-17125,Liz Willingham,1259.04,3,192.63,251.81,8,Regular
ME-18010,Michelle Ellison,1256.94,4,107.36,209.49,8,Regular
GM-14500,Gene McClure,1255.68,10,441.32,96.59,8,Regular
SC-20680,Steve Carroll,1254.64,6,370.16,156.83,8,Regular
MH-17620,Matt Hagelstein,1252.8,4,122.36,208.8,8,Regular
ER-13855,Elpida Rittenbach,1245.79,3,-295.74,249.16,8,Regular
TC-21475,Tony Chapman,1244.98,9,119.1,113.18,8,Regular
JW-15955,Joni Wasserman,1244.09,7,-29.58,113.1,8,Regular
MG-17875,Michael Grace,1242.83,5,-470.77,177.55,8,Regular
NP-18685,Nora Pelletier,1228.7,6,514.5,175.53,8,Regular
PJ-18835,Patrick Jones,1220.09,8,442.14,93.85,8,Regular
EH-14005,Erica Hernandez,1219.53,7,-94.14,110.87,8,Regular
JL-15130,Jack Lebron,1214.96,6,-207.8,101.25,8,Regular
CD-12280,Christina DeMoss,1205.58,2,233.03,92.74,8,Regular
MD-17860,Michael Dominguez,1204.91,5,-4.04,150.61,8,Regular
DW-13585,Dorothy Wardle,1204.85,7,-266.9,120.49,8,Regular
EB-14170,Evan Bailliet,1186.33,6,282.17,169.48,8,Regular
BP-11230,Benjamin Patterson,1181.49,5,-197.27,196.92,8,Regular
DC-13285,Debra Catini,1174.62,5,132.07,167.8,8,Regular
AT-10435,Alyssa Tate,1171.81,6,100.88,130.2,8,Regular
JR-15670,Jim Radford,1156.66,2,-785.16,385.55,8,Regular
DB-13660,Duane Benoit,1155.2,7,177.67,115.52,8,Regular
CG-12520,Claire Gute,1148.78,3,169.93,229.76,8,Regular
KC-16675,Kimberly Carter,1146.05,4,156.78,163.72,8,Regular
RD-19810,Ross DeVincentis,1137.62,8,318.46,71.1,8,Regular
CW-11905,Carl Weiss,1136.59,6,370.83,103.33,8,Regular
JS-15685,Jim Sink,1131.06,4,-54.87,102.82,8,Regular
DV-13045,Darrin Van Huff,1119.48,5,-427.18,124.39,8,Regular
AB-10165,Alan Barnes,1113.84,8,220.81,79.56,8,Regular
TM-21490,Tony Molinari,1094.68,3,292.52,273.67,8,Regular
JO-15550,Jesus Ocampo,1090.84,5,167.67,99.17,8,Regular
SW-20245,Scot Wooten,1085.08,7,-19.61,108.51,8,Regular
JF-15490,Jeremy Farry,1082.92,11,-18.07,72.19,8,Regular
DB-13360,Dennis Bolton,1081.47,5,291.01,180.24,8,Regular
DW-13195,David Wiener,1080.75,6,-86.87,120.08,8,Regular
CS-12490,Cindy Schnelling,1077.23,4,-302.88,119.69,8,Regular
PC-19000,Pauline Chand,1061.49,2,-184.34,353.83,8,Regular
DP-13165,David Philippe,1058.62,2,-40.94,264.65,8,Regular
JC-15385,Jenna Caffey,1058.11,1,502.92,264.53,8,Regular
PO-19195,Phillina Ober,1056.86,5,-49.7,105.69,8,Regular
AA-10375,Allen Armold,1056.39,9,277.38,70.43,8,Regular
VS-21820,Vivek Sundaresam,1055.98,4,-262.81,132.0,8,Regular
AR-10345,Alex Russell,1055.69,4,-221.05,211.14,8,Regular
DP-13000,Darren Powers,1050.64,9,241.45,61.8,8,Regular
DH-13675,Duane Huffman,1043.1,4,116.67,94.83,8,Regular
SM-20905,Susan MacKendrick,1043.04,1,-237.29,173.84,8,Regular
EM-14095,Eudokia Martin,1041.04,4,240.24,104.1,8,Regular
TC-21145,Theresa Coyne,1038.26,1,265.53,259.57,8,Regular
MK-18160,Mike Kennedy,1031.6,4,227.83,93.78,8,Regular
TH-21235,Tiffany House,1022.2,8,92.73,78.63,8,Regular
SW-20350,Sean Wendt,1019.04,3,95.84,169.84,8,Regular
LS-17200,Luke Schmidt,1010.26,6,244.2,72.16,8,Regular
RB-19330,Randy Bradley,1008.2,2,-164.41,168.03,8,Regular
LS-17245,Lynn Smith,1008.14,6,348.36,84.01,8,Regular
BG-11740,Bruce Geld,1006.36,6,119.35,143.77,8,Regular
VP-21730,Victor Preis,993.9,3,205.39,198.78,8,Regular
KB-16600,Ken Brennan,983.92,7,293.55,109.32,8,Regular
BP-11050,Barry Pond,983.42,5,209.78,140.49,8,Regular
TS-21340,Toby Swindell,974.78,5,-184.98,81.23,8,Regular
RD-19930,Russell D'Ascenzo,970.94,4,35.06,97.09,8,Regular
AB-10150,Aimee Bixby,966.71,5,313.66,80.56,8,Regular
RC-19825,Roy Collins,966.41,6,63.99,96.64,8,Regular
SS-20875,Sung Shariari,964.64,5,-75.59,64.31,8,Regular
JH-15910,Jonathan Howell,959.48,7,-13.55,106.61,8,Regular
JF-15295,Jason Fortune-,955.12,5,97.29,68.22,9,Regular
RP-19270,Rachel Payne,954.65,4,59.54,79.55,9,Regular
BS-11800,Bryan Spruell,949.43,2,194.05,118.68,9,Regular
RF-19840,Roy FranzÃ¶sisch,945.22,8,280.03,85.93,9,Regular
EB-13930,Eric Barreto,944.6,5,0.6,134.94,9,Regular
MF-17665,Maureen Fritzler,937.04,5,-341.53,117.13,9,Regular
EM-13960,Eric Murdock,933.7,5,102.3,155.62,9,Regular
AC-10420,Alyssa Crouse,925.8,3,-62.13,185.16,9,Regular
EH-14185,Evan Henry,923.88,6,242.11,115.49,9,Regular
MO-17500,Mary O'Rourke,922.49,4,59.36,184.5,9,Regular
AB-10255,Alejandro Ballentine,914.53,9,264.57,65.32,9,Regular
KB-16405,Katrina Bavinger,908.82,3,274.3,100.98,9,Regular
CG-12040,Catherine Glotzbach,904.47,6,86.51,100.5,9,Regular
SC-20575,Sonia Cooley,902.73,5,100.23,128.96,9,Regular
JB-15925,Joni Blumstein,900.55,3,-286.98,112.57,9,Regular
HZ-14950,Henia Zydlo,886.52,5,-130.39,147.75,9,Regular
AB-10015,Aaron Bergman,886.16,3,129.35,147.69,9,Regular
RC-19960,Ryan Crowe,885.75,6,10.56,80.52,9,Regular
CS-12130,Chad Sievert,884.64,4,143.83,126.38,9,Regular
HE-14800,Harold Engle,883.53,4,274.4,80.32,9,Regular
SK-19990,Sally Knutson,883.41,3,168.79,176.68,9,Regular
RE-19450,Richard Eichhorn,876.7,5,209.23,97.41,9,Regular
JM-15655,Jim Mitchum,864.95,5,117.2,72.08,9,Regular
JR-15700,Jocasta Rupert,863.88,1,107.99,863.88,9,Regular
AF-10885,Art Foster,861.57,4,-163.12,123.08,9,Regular
JC-16105,Julie Creighton,858.58,5,201.6,95.4,9,Regular
MS-17980,Michael Stewart,855.12,6,55.23,77.74,9,Regular
VF-21715,Vicky Freymann,847.94,5,-96.28,77.09,9,Regular
VG-21790,Vivek Gonzalez,846.01,6,143.63,105.75,9,Regular
CS-12175,Charles Sheldon,844.46,5,113.14,105.56,9,Regular
TB-21355,Todd Boyes,834.33,5,268.97,64.18,9,Regular
AS-10630,Ann Steele,833.4,7,136.49,69.45,9,Regular
EH-13990,Erica Hackney,825.95,6,150.38,103.24,9,Regular
TB-21190,Thomas Brumley,816.17,4,179.0,204.04,9,Regular
AM-10360,Alice McCarthy,814.01,5,194.99,67.83,9,Regular
BM-11575,Brendan Murry,808.16,6,95.58,80.82,9,Regular
DK-13150,David Kendrick,797.83,2,249.94,159.57,9,Regular
MC-17635,Matthew Clasen,795.15,4,-247.94,99.39,9,Regular
BF-11275,Beth Fritzler,791.99,3,25.87,198.0,9,Regular
HG-14845,Harry Greene,785.63,5,147.0,78.56,9,Regular
MG-17890,Michael Granlund,776.38,9,171.74,59.72,9,Regular
MM-18280,Muhammed MacIntyre,775.41,9,58.89,64.62,9,Regular
SF-20065,Sandra Flanagan,763.55,7,228.16,84.84,9,Regular
SW-20755,Steven Ward,758.7,2,68.24,94.84,9,Regular
LP-17080,Liz Pelletier,756.61,4,110.78,84.07,9,Regular
Dl-13600,Dorris liebe,755.6,5,175.24,125.93,9,Regular
IG-15085,Ivan Gibson,744.57,4,320.5,106.37,9,Regular
BB-10990,Barry Blumstein,744.34,5,11.58,93.04,9,Regular
TC-21535,Tracy Collins,742.56,7,217.93,74.26,9,Regular
ML-18040,Michelle Lonsdale,742.08,3,138.72,185.52,9,Regular
RH-19555,Ritsa Hightower,740.38,2,0.31,246.79,9,Regular
PB-18805,Patrick Bzostek,740.36,3,229.23,74.04,9,Regular
AH-10585,Angele Hood,738.5,4,83.96,147.7,9,Regular
HM-14980,Henry MacAllister,736.28,4,117.28,105.18,9,Regular
PH-18790,Patricia Hirasaki,729.65,1,47.89,364.82,9,Regular
PA-19060,Pete Armstrong,729.41,6,225.86,104.2,9,Regular
JJ-15445,Jennifer Jackson,709.18,5,200.56,118.2,9,Regular
JD-16060,Julia Dunbar,695.44,3,111.11,115.91,9,Regular
PB-19105,Peter BÃ¼hler,688.32,4,218.16,137.66,9,Regular
EH-13945,Eric Hoffmann,684.17,8,53.54,40.25,9,Regular
TR-21325,Toby Ritter,675.94,5,220.36,96.56,9,Regular
AG-10330,Alex Grayson,660.97,5,-5.14,73.44,9,Regular
BK-11260,Berenike Kampe,659.14,6,-63.76,41.2,9,Regular
BD-11770,Bryan Davis,658.47,6,141.27,65.85,9,Regular
AC-10660,Anna Chung,657.32,5,-28.7,109.55,9,Regular
AW-10840,Anthony Witt,649.38,4,65.77,81.17,9,Regular
LO-17170,Lori Olson,644.35,5,150.17,71.59,9,Regular
JB-16000,Joy Bell-,644.12,7,126.76,92.02,9,Regular
CD-11980,Carol Darley,639.77,3,-206.72,106.63,9,Regular
MR-17545,Mathew Reese,639.18,4,162.94,106.53,9,Regular
AJ-10960,Astrea Jones,629.25,3,60.43,125.85,9,Regular
RR-19315,Ralph Ritter,615.93,2,-73.84,153.98,9,Regular
SS-20515,Shirley Schmidt,613.4,3,199.93,102.23,9,Regular
BT-11440,Bobby Trafton,603.88,4,-77.53,86.27,9,Regular
BF-10975,Barbara Fisher,599.8,7,227.44,46.14,9,Regular
MZ-17335,Maria Zettner,593.61,4,85.02,98.93,9,Regular
DL-13330,Denise Leinenbach,585.02,4,222.68,73.13,9,Regular
AS-10240,Alan Shonely,584.61,7,33.72,44.97,9,Regular
BD-11635,Brian Derr,582.65,3,141.53,116.53,9,Regular
NK-18490,Neil Knudson,572.05,7,121.22,52.0,10,Regular
CM-11935,Carlos Meador,565.39,2,-43.73,141.35,10,Regular
CS-12460,Chuck Sachs,550.64,2,156.26,91.77,10,Regular
CS-11860,Cari Schnelling,537.63,6,105.83,76.8,10,Regular
JH-15820,John Huston,528.91,6,26.08,66.11,10,Regular
RB-19570,Rob Beeghly,528.55,5,76.89,58.73,10,Regular
AY-10555,Andy Yotov,497.01,4,103.35,49.7,10,Regular
CR-12625,Corey Roper,475.9,3,144.76,118.98,10,Regular
MS-17530,MaryBeth Skach,475.66,4,84.03,67.95,10,Regular
JS-15940,Joni Sundaresam,469.17,5,-327.93,58.65,10,Regular
EC-14050,Erin Creighton,461.91,5,96.43,65.99,10,Regular
KM-16660,Khloe Miller,453.54,5,91.14,50.39,10,Regular
KW-16570,Kelly Williams,449.1,4,107.93,89.82,10,Regular
TT-21265,Tim Taslimi,439.5,3,93.92,146.5,10,Regular
ST-20530,Shui Tom,433.34,7,84.44,36.11,10,Regular
VG-21805,Vivek Grady,427.37,5,-52.33,71.23,10,Regular
SS-20590,Sonia Sunley,418.49,6,135.54,46.5,10,Regular
BT-11485,Brad Thomas,415.2,2,126.87,138.4,10,Regular
MH-17440,Mark Haberlin,400.02,4,61.43,44.45,10,Regular
BW-11065,Barry Weirich,385.52,3,-58.29,128.51,10,Regular
JD-16015,Joy Daniels,385.43,6,26.76,35.04,10,Regular
JK-15325,Jason Klamczynski,383.81,3,55.33,95.95,10,Regular
VM-21835,Vivian Mathis,380.69,5,116.64,47.59,10,Regular
NF-18475,Neil FranzÃ¶sisch,377.16,4,85.93,94.29,10,Regular
MS-17830,Melanie Seite,370.35,4,19.43,74.07,10,Regular
LS-17230,Lycoris Saunders,368.88,3,39.2,61.48,10,Regular
AG-10300,Aleksandra Gannaway,367.55,4,59.29,73.51,10,Regular
EM-14200,Evan Minnotte,366.82,3,21.77,91.71,10,Regular
HJ-14875,Heather Jas,358.1,5,98.65,59.68,10,Regular
DW-13540,Don Weiss,344.08,5,69.67,38.23,10,Regular
LT-16765,Larry Tron,329.88,3,59.04,109.96,10,Regular
BD-11560,Brendan Dodson,320.54,2,116.71,80.14,10,Regular
LH-17020,Lisa Hazard,318.24,4,-242.74,53.04,10,Regular
JH-15430,Jennifer Halladay,309.28,4,-24.08,44.18,10,Regular
JM-15580,Jill Matthias,303.95,5,113.12,43.42,10,Regular
CM-12445,Chuck Magee,287.99,3,64.43,32.0,10,Regular
LH-16750,Larry Hughes,287.43,3,12.63,95.81,10,Regular
SC-20845,Sung Chung,280.63,2,31.18,70.16,10,Regular
SC-20800,Stuart Calhoun,279.26,4,51.83,55.85,10,Regular
NB-18580,Nicole Brennan,273.87,2,24.79,136.94,10,Regular
BF-11080,Bart Folk,272.95,3,110.93,45.49,10,Regular
DD-13570,Dorothy Dickinson,269.54,6,36.43,29.95,10,Regular
BN-11470,Brad Norvell,265.3,4,36.61,44.22,10,Regular
AR-10510,Andrew Roberts,264.86,5,43.67,37.84,10,Regular
HD-14785,Harold Dahlen,251.36,3,-135.88,35.91,10,Regular
SM-20005,Sally Matthias,244.49,4,-26.59,40.75,10,Regular
PL-18925,Paul Lucas,239.48,5,-0.75,29.94,10,Regular
GP-14740,Guy Phonely,236.53,2,31.84,47.31,10,Regular
EM-14065,Erin Mull,228.99,4,40.15,38.17,10,Regular
GT-14755,Guy Thornton,226.44,4,-6.14,32.35,10,Regular
RB-19645,Robert Barroso,221.08,5,72.68,31.58,10,Regular
HH-15010,Hilary Holden,218.67,2,86.73,36.44,10,Regular
