id,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Sales,Quantity,Discount,Profit
1971,1971,CA-2017-140242,2017-06-05,2017-11-05,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,6.408,3,0.2,0.6408
1972,1972,CA-2017-140242,2017-06-05,2017-11-05,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,408.744,7,0.2,76.6395
1973,1973,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001249,5.104,4,0.8,-8.6768
1974,1974,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-FA-10003059,2.896,2,0.2,0.4706
1975,1975,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002718,35.016,3,0.2,-2.1885
1976,1976,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,275.97,3,0.0,11.0388
1977,1977,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,TEC-PH-10002352,1394.95,5,0.0,362.687
1978,1978,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,FUR-CH-10003774,545.88,6,0.0,70.9644
1979,1979,CA-2015-109939,2015-08-05,2015-12-05,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,5.248,2,0.2,0.5904
1980,1980,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,FUR-CH-10004086,933.536,4,0.2,105.0228
1981,1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10001228,42.976,4,0.2,4.2976
1982,1982,CA-2015-119592,2015-12-14,2015-12-16,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004187,3.76,2,0.0,1.8048
1983,1983,CA-2014-122749,2014-03-12,2014-09-12,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,479.96,4,0.0,134.3888
1984,1984,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10000240,320.88,6,0.0,93.0552
1985,1985,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,FUR-FU-10001940,23.88,3,0.0,10.5072
1986,1986,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-PA-10000575,26.76,4,0.0,12.3096
1987,1987,CA-2016-147417,2016-07-25,2016-07-27,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001449,1439.976,4,0.4,191.9968
1988,1988,CA-2015-127509,2015-09-11,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002393,17.22,3,0.0,7.9212
1989,1989,CA-2015-127509,2015-09-11,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,FUR-TA-10002855,1024.38,7,0.0,215.1198
1990,1990,CA-2015-127509,2015-09-11,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10000781,26.22,3,0.0,12.3234
1991,1991,CA-2015-127509,2015-09-11,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002160,17.34,3,0.0,8.4966
1992,1992,CA-2017-111374,2017-02-24,2017-02-28,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004970,4.956,4,0.7,-3.7996
1993,1993,CA-2017-133648,2017-06-25,2017-02-07,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-LA-10003923,71.04,6,0.2,26.64
1994,1994,CA-2017-133648,2017-06-25,2017-02-07,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-AR-10002257,5.344,2,0.2,0.7348
1995,1995,CA-2017-133648,2017-06-25,2017-02-07,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-FA-10004395,11.304,3,0.2,-2.1195
1996,1996,US-2017-147221,2017-02-12,2017-04-12,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002534,294.62,5,0.8,-766.012
1997,1997,US-2017-147221,2017-02-12,2017-04-12,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004020,8.752,4,0.6,-3.7196
1998,1998,CA-2014-131905,2014-06-02,2014-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,15.0,4,0.0,7.2
1999,1999,CA-2014-131905,2014-06-02,2014-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,161.61,1,0.0,42.0186
2000,2000,CA-2014-131905,2014-06-02,2014-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,144.95,5,0.0,42.0355
2001,2001,CA-2017-166128,2017-11-04,2017-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,199.95,5,0.0,21.9945
2002,2002,CA-2017-166128,2017-11-04,2017-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,41.86,7,0.0,14.2324
2003,2003,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,95.94,3,0.0,9.594
2004,2004,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,304.45,5,0.0,76.1125
2005,2005,US-2017-143028,2017-11-04,2017-04-18,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424,Central,OFF-BI-10004738,11.364,3,0.8,-17.046
2006,2006,CA-2014-111150,2014-12-31,2015-04-01,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,29.68,7,0.0,11.5752
2007,2007,CA-2014-111150,2014-12-31,2015-04-01,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,TEC-AC-10000290,47.53,7,0.0,16.1602
2008,2008,CA-2017-165386,2017-03-08,2017-04-08,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003034,183.372,2,0.3,-36.6744
2009,2009,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,4.224,3,0.2,0.4752
2010,2010,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,333.056,2,0.2,29.1424
2011,2011,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,24.896,4,0.2,7.78
2012,2012,CA-2015-155761,2015-11-12,2015-11-12,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,159.984,2,0.2,35.9964
2013,2013,CA-2015-155761,2015-11-12,2015-11-12,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,46.344,3,0.2,4.6344
2014,2014,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,350.98,1,0.0,84.2352
2015,2015,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,13.08,2,0.0,6.0168
2016,2016,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,900.08,4,0.0,117.0104
2017,2017,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,17.568,2,0.2,6.3684
2018,2018,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,14.62,2,0.0,6.8714
2019,2019,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,33.36,4,0.0,8.6736
2020,2020,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,40.14,6,0.0,19.6686
2021,2021,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10001490,1606.23,9,0.0,481.869
2022,2022,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10002377,17.04,3,0.0,7.668
2023,2023,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10004826,49.53,3,0.0,23.7744
2024,2024,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004675,872.32,4,0.0,244.2496
2025,2025,US-2017-111241,2017-08-20,2017-08-22,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,239.12,5,0.2,77.714
2026,2026,CA-2015-114237,2015-03-13,2015-03-15,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,141.96,2,0.0,39.7488
2027,2027,CA-2016-113516,2016-08-09,2016-10-09,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,33.024,2,0.2,11.5584
2028,2028,CA-2016-113516,2016-08-09,2016-10-09,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,67.136,4,0.2,23.4976
2029,2029,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10000343,14.73,3,0.0,6.9231
2030,2030,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-ST-10001172,104.9,5,0.0,25.176
2031,2031,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10003707,61.04,4,0.0,30.52
2032,2032,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-PA-10001274,10.95,3,0.0,5.1465
2033,2033,CA-2016-128923,2016-09-12,2016-12-13,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-PA-10002250,9.392,2,0.2,3.2872
2034,2034,CA-2016-128923,2016-09-12,2016-12-13,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10000475,9.328,1,0.2,0.8162
2035,2035,CA-2017-162481,2017-09-25,2017-09-29,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10002976,8.26,2,0.0,3.8822
2036,2036,CA-2017-162481,2017-09-25,2017-09-29,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-CH-10003061,269.97,3,0.0,51.2943
2037,2037,CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,29.04,3,0.0,13.9392
2038,2038,CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,14.62,2,0.0,6.8714
2039,2039,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,11.952,3,0.2,4.3326
2040,2040,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10004656,4.536,7,0.7,-3.3264
2041,2041,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10003707,9.156,2,0.7,-6.104
2042,2042,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,75.36,5,0.2,20.724
2043,2043,CA-2015-104493,2015-02-10,2015-08-10,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,57.504,6,0.2,20.1264
2044,2044,US-2017-158946,2017-11-18,2017-11-23,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,38.864,7,0.2,7.7728
2045,2045,CA-2014-129168,2014-08-17,2014-08-23,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,15.552,3,0.2,5.4432
2046,2046,CA-2016-131835,2016-07-17,2016-07-21,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-AP-10004487,162.64,2,0.0,45.5392
2047,2047,CA-2016-131835,2016-07-17,2016-07-21,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,TEC-PH-10001760,597.0,3,0.0,280.59
2048,2048,CA-2016-131835,2016-07-17,2016-07-21,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,55.48,1,0.0,26.6304
2049,2049,CA-2015-142237,2015-11-07,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,289.8,7,0.2,36.225
2050,2050,CA-2015-142237,2015-11-07,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,2.502,3,0.7,-2.0016
2051,2051,CA-2015-142237,2015-11-07,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,6.48,4,0.7,-4.752
2052,2052,CA-2015-142237,2015-11-07,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,341.488,8,0.3,-73.176
2053,2053,CA-2015-142237,2015-11-07,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,11.12,5,0.2,0.834
2054,2054,CA-2015-142237,2015-11-07,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,25.344,6,0.2,3.4848
2055,2055,CA-2016-136434,2016-01-12,2016-07-12,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,17.31,3,0.0,5.193
2056,2056,CA-2017-120376,2017-12-22,2017-12-25,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,199.95,5,0.0,63.984
2057,2057,CA-2017-120376,2017-12-22,2017-12-25,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,1586.69,7,0.0,412.5394
2058,2058,CA-2017-120376,2017-12-22,2017-12-25,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,84.99,1,0.0,30.5964
2059,2059,CA-2017-120376,2017-12-22,2017-12-25,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,411.8,2,0.0,70.006
2060,2060,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-FA-10002975,11.34,3,0.0,5.2164
2061,2061,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003996,80.3,5,0.0,20.878
2062,2062,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002571,15.968,2,0.2,5.3892
2063,2063,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,64.74,13,0.0,30.4278
2064,2064,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,19.296,3,0.2,6.03
2065,2065,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10001963,405.64,4,0.0,12.1692
2066,2066,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,146.352,3,0.2,-9.147
2067,2067,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10004568,251.91,9,0.0,47.8629
2068,2068,CA-2014-106439,2014-10-31,2014-04-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10001419,12.39,3,0.0,3.717
2069,2069,CA-2015-133452,2015-04-13,2015-04-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,199.96,4,0.0,69.986
2070,2070,CA-2015-133452,2015-04-13,2015-04-19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,710.832,3,0.2,-97.7394
2071,2071,CA-2016-146521,2016-07-21,2016-07-23,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,1.941,1,0.7,-1.294
2072,2072,US-2017-110996,2017-11-20,2017-11-25,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,283.92,5,0.2,-46.137
2073,2073,CA-2016-129693,2016-11-26,2016-02-12,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002954,7.312,2,0.2,2.5592
2074,2074,CA-2017-122504,2017-07-11,2017-12-11,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,59.97,3,0.0,13.7931
2075,2075,CA-2017-122504,2017-07-11,2017-12-11,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,761.544,7,0.2,66.6351
2076,2076,CA-2014-131051,2014-01-12,2014-05-12,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,58.2,3,0.0,28.518
2077,2077,CA-2017-140676,2017-12-09,2017-09-15,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,39.9,5,0.0,19.95
2078,2078,CA-2017-140676,2017-12-09,2017-09-15,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,90.86,7,0.0,26.3494
2079,2079,CA-2017-140676,2017-12-09,2017-09-15,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,94.85,5,0.0,45.528
2080,2080,CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,106.232,7,0.2,37.1812
2081,2081,CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,111.984,2,0.2,11.1984
2082,2082,CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,7.712,2,0.2,1.7352
2083,2083,CA-2017-104647,2017-02-23,2017-01-03,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,37.44,6,0.0,16.848
2084,2084,CA-2014-110352,2014-11-23,2014-11-29,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,OFF-LA-10003923,23.68,2,0.2,8.88
2085,2085,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,122.12,4,0.0,56.1752
2086,2086,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10000248,18.45,5,0.0,8.6715
2087,2087,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,324.9,5,0.0,38.988
2088,2088,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003129,146.73,3,0.0,68.9631
2089,2089,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-FA-10004076,3.96,2,0.0,1.4652
2090,2090,CA-2015-139290,2015-10-26,2015-10-30,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,5.76,2,0.0,2.6496
2091,2091,CA-2017-166142,2017-07-15,2017-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,26.55,3,0.0,13.0095
2092,2092,CA-2017-166142,2017-07-15,2017-07-19,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,FUR-TA-10004607,310.443,3,0.3,-48.7839
2093,2093,CA-2014-145926,2014-11-17,2014-11-21,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,479.9,5,0.0,81.583
2094,2094,CA-2015-149678,2015-04-13,2015-04-15,Second Class,AW-10840,Anthony Witt,Consumer,United States,Farmington,New Mexico,87401,West,OFF-SU-10004498,12.88,1,0.0,0.3864
2095,2095,US-2015-164357,2015-11-25,2015-11-29,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,13.12,5,0.2,1.476
2096,2096,US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10001718,511.84,8,0.0,240.5648
2097,2097,US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10004602,91.96,4,0.0,25.7488
2098,2098,US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10003856,8.34,3,0.0,2.1684
2099,2099,CA-2017-124401,2017-07-09,2017-12-09,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10000649,37.68,3,0.2,2.355
2100,2100,CA-2017-124401,2017-07-09,2017-12-09,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10002926,279.944,7,0.2,80.4839
2101,2101,US-2014-140116,2014-10-03,2014-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,636.408,3,0.2,-15.9102
2102,2102,US-2014-140116,2014-10-03,2014-03-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001044,83.168,4,0.2,9.3564
2103,2103,CA-2014-123295,2014-07-18,2014-07-18,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,259.136,4,0.2,-25.9136
2104,2104,CA-2017-167101,2017-03-24,2017-03-28,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000357,221.92,4,0.0,106.5216
2105,2105,CA-2017-167101,2017-03-24,2017-03-28,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,26.0,2,0.0,11.7
2106,2106,US-2014-167633,2014-09-30,2014-05-10,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10004888,15.552,3,0.2,5.4432
2107,2107,US-2014-152723,2014-09-26,2014-09-26,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,0.876,1,0.8,-1.4016
2108,2108,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-PA-10000157,19.98,1,0.0,9.3906
2109,2109,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-BI-10004519,398.352,3,0.2,124.485
2110,2110,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004272,5.04,3,0.0,1.26
2111,2111,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-FA-10000585,17.45,5,0.0,8.027
